State,County,Life_Expectancy,Age-Adjusted_Mortality,Child_Mortality_Rate,Infant_Mortality_Rate,%_Frequent_Physical_Distress,%_Frequent_Mental_Distress,%_Diabetic,%_Food_Insecure,%_Limited_Access_Healthy_Food,Drug_Overdose_Mortality_Rate,MV_Mortality_Rate,%_Insufficient_Sleep,%_Uninsured_adults,%_Uninsured_children,Other_PCP_Rate,%_Disconnected_Youth,Household_Median_Income,Homicide_Rate,Firearm_Fatalities_Rate,%_Homeowners,%_Severe_Housing_Cost_Burden,Population,%_<_18,%_65_and_over,%_Not_Proficient_in_English,%_Female,%_Rural
Kansas,Thomas,80.228079924,278.5,52.49933143830034,5.949205152511116,8.7081319714,9.7186308988,7.5,11.3,11.183399876,12.295226395986871,18.069785512,28.981667948,10.790107244,5.4039874082,179.76374,6.053714580708254,53249.0,5.337278847168966,12.672301701464088,74.409328015,13.773222293,7788,23.086800205,16.820749872,0.5346127485,51.206985105,30.848101266
Kansas,Trego,77.706673919,364.7,52.49933143830034,5.949205152511116,8.2125477376,9.0935402536,12.9,10.6,2.4872532125,12.295226395986871,12.853803704088895,27.360089891,8.8943792464,6.2385321101,173.37032,6.053714580708254,46634.0,5.337278847168966,12.672301701464088,78.833693305,3.4848484848,2884,19.625520111,24.514563107,0.0361402241,49.237170596,100.0
Kansas,Wabaunsee,81.144519007,344.9,52.49933143830034,5.949205152511116,8.3942088169,9.3996401693,10.8,10.1,14.495136168,12.295226395986871,30.70372948,28.022479328,9.0581574884,4.7398843931,107.54959576946553,6.053714580708254,63690.0,5.337278847168966,12.672301701464088,84.480234261,6.1155152888,6874,23.945301135,19.333721269,0.0772797527,49.199883619,100.0
Kansas,Washington,79.631467168,331.6,52.49933143830034,5.949205152511116,8.8536408597,9.829978931,10.4,11.7,16.73297673,12.295226395986871,25.34276084,27.098645736,13.825503356,8.2561728395,54.69462000000001,6.053714580708254,47889.0,5.337278847168966,12.672301701464088,80.333475844,4.7683310841,5485,22.515952598,23.755697356,1.1111111111,49.006381039,100.0
Kansas,Wichita,80.032255245,349.14875804153814,52.49933143830034,5.949205152511116,10.327880467,10.334922851,12.5,4.9,37.193610201,12.295226395986871,12.853803704088895,29.973462788,22.445414847,12.969283276,94.11765,6.053714580708254,54401.0,5.337278847168966,12.672301701464088,70.449438202,3.7267080745,2125,26.352941176,19.670588235,3.9350713232,48.705882353,100.0
Kansas,Wilson,76.029767356,456.1,52.49933143830034,5.949205152511116,10.989632034,11.387904618,13.4,15.2,5.4085893614,12.295226395986871,12.853803704088895,32.50755782,13.238671957,5.2331113225,126.80115,6.053714580708254,41866.0,5.337278847168966,29.3,73.999483604,11.467522053,8675,23.95389049,21.083573487,0.2414584088,50.812680115,72.685726432
Kansas,Woodson,77.042480801,371.4,52.49933143830034,5.949205152511116,11.297068573,11.838263304,11.8,16.6,8.7172200875,12.295226395986871,12.853803704088895,28.52832796,13.442069741,5.9679767103,0.0,6.053714580708254,38840.0,5.337278847168966,12.672301701464088,81.549573211,6.3994374121,3147,20.62281538,24.149984112,0.1334668001,49.348585955,100.0
Kansas,Wyandotte,76.161834003,445.9,67.949184882,7.2116649997,11.890661082,11.87512833,12.5,16.8,13.736767951,9.1372784718,15.637962612,35.727050485,22.317242223,5.1581708983,114.34587,10.855803048,46032.0,18.2,26.3,57.471148176,16.222879684,165288,27.992352742,11.986956101,7.4228540493,50.470088573,6.0626646773
Kentucky,Adair,76.445386568,436.8,81.591665098,6.728041663809139,15.080021782,14.508544458,16.7,16.0,5.2635308499,32.96601084955642,24.795437639,36.409111431,8.3543123543,3.8354781731,61.58584,7.616928690116052,35026.0,6.4841075137199935,11.5,76.045627376,9.7783176435,19485,20.38491147,17.890685142,0.3008423586,50.223248653,75.455617496
Kentucky,Allen,74.320686077,489.3,86.272519665,6.728041663809139,14.039058982,13.535450568,13.4,13.3,0.4939387915,19.291363899,20.942554573,38.701942065,7.8622053733,3.7044413463,28.662879999999998,11.459353575,40955.0,6.4841075137199935,14.6,71.927319922,9.7111416781,20933,23.57043902,17.384034778,1.1091621956,50.604308986,78.698135899
Kentucky,Anderson,75.016621584,478.4,47.276853253,6.728041663809139,12.398926975,12.213777094,15.6,11.2,5.9758868164,40.491294372,13.658358916,35.098162148,5.6218685529,2.8787599188,39.92193,7.616928690116052,53113.0,6.4841075137199935,13.6,76.396145362,10.991432069,22544,24.050745209,15.281227821,0.2276029056,51.006919801,41.697399748
Kentucky,Ballard,75.134173846,491.3,60.97914683000903,6.728041663809139,13.824600667,13.215007029,13.5,14.7,1.6672695833,32.96601084955642,33.064754712,37.488328176,6.4113597246,3.67278798,37.31807,7.616928690116052,44010.0,6.4841075137199935,34.2,78.511627907,8.6567164179,8039,21.569846996,20.363229257,0.0129349373,49.944022888,100.0
Kentucky,Barren,75.975568523,441.2,53.307487279,6.1121445655,14.438652233,14.240853296,13.2,15.1,3.6929609844,16.747358485,20.830646841,39.982899051,8.1700740971,3.6970668679,107.30349,9.8748882931,41477.0,6.4841075137199935,14.7,66.207833639,14.274273041,43801,23.622748339,17.355768133,0.4697953562,51.61069382,63.275081213
Kentucky,Bath,73.266711853,573.2,60.97914683000903,6.728041663809139,16.467704899,15.119505655,15.1,16.7,0.0617440532,29.783662307,30.716884835,39.59638796,8.7864349776,4.5512010114,80.7885,7.616928690116052,40507.0,6.4841075137199935,26.2,73.142603682,11.388156317,12378,25.48069155,16.505089675,0.2110817942,50.161576991,100.0
Kentucky,Bell,71.186342532,687.0,60.305836743,6.728041663809139,20.688526883,17.763514947,19.0,22.1,11.856749498,55.317893495,19.080131395,40.320129594,8.9182125327,2.9958677686,118.98564999999999,13.47792409,28150.0,6.4841075137199935,24.1,64.964295399,19.145333201,26894,21.075332788,18.840633599,0.1743172574,51.134081951,62.479523195
Kentucky,Boone,78.349919797,337.3,49.860895328,4.625346901,11.266959015,11.275439355,12.0,9.9,6.177190637,36.953196064,8.9479478618,37.931945216,4.5979355168,2.1686813643,55.84114,5.7047992756,78163.0,1.9,9.1,73.511226814,10.210329259,130728,26.326418212,12.985741387,1.4043693357,50.586714399,13.272340103
Kentucky,Bourbon,76.416513215,444.9,60.97914683000903,6.728041663809139,13.916786728,13.380070305,14.2,14.1,7.7161122947,24.927295388,18.555391412,38.299776586,8.8210203037,4.805638616,24.9638,9.7067745197,46281.0,6.4841075137199935,15.72222432856677,62.333661902,12.696525301,20029,22.517349843,18.757801188,2.5710491368,51.270657547,44.748561421
Kentucky,Boyd,74.357729984,520.5,67.938079293,8.2852121516,14.030309789,13.355525351,16.4,16.0,9.4672465414,54.695505276,10.270435232,39.394765921,5.9401241329,2.6797634942,260.53065000000004,8.5274930103,40752.0,4.1,14.9,69.878131701,12.835206409,47979,21.509410367,19.093770191,0.0416000701,50.155276267,25.317912075
Kentucky,Boyle,77.16111061,440.8,57.877547646,6.728041663809139,14.117499852,13.285037369,13.4,14.6,12.471479234,37.882586266,14.099709254,39.158189113,6.2745350409,2.9653505238,143.69737,7.616928690116052,48290.0,6.4841075137199935,15.5,66.51954023,12.070759625,29924,20.090896939,18.787595241,0.8433137269,50.200507953,34.819921216
Kentucky,Bracken,72.438750429,609.0,60.97914683000903,6.728041663809139,13.923956895,13.597364746,14.3,14.6,0.2217718029,44.021130142,28.903208256,37.220325711,6.7132867133,4.2401143402,60.481429999999996,25.060827251,49416.0,6.4841075137199935,15.72222432856677,72.424861395,13.916061849,8267,24.035321156,16.063868392,0.1799254595,49.921374138,100.0
Kentucky,Breathitt,70.426037115,731.0,60.97914683000903,6.728041663809139,19.311619575,16.927587086,17.7,20.1,8.9299232239,25.180037266,50.985182431,41.697552268,8.1525070492,3.3728022964,92.69272,7.616928690116052,27372.0,6.4841075137199935,25.5,73.08124298,11.042024014,12946,20.562335857,16.707863433,0.1604621309,50.0,81.503098429
Kentucky,Breckinridge,75.05629696,506.1,65.12890095,6.728041663809139,13.962861535,13.240012749,14.4,13.6,4.0207666581,32.96601084955642,34.913962022,38.09536925,8.7538259729,5.2273693158,49.72403,7.616928690116052,43148.0,6.4841075137199935,24.0,78.090263828,8.764940239,20111,23.121674705,19.108945353,0.8894536213,49.823479688,100.0
Kentucky,Bullitt,77.644415231,385.3,40.520337017,6.7605633803,11.841369795,11.938509027,16.1,10.0,9.0660911077,30.239522216,13.97282286,40.158465188,5.3970235818,2.9367388727,29.90803,8.2012578616,62550.0,2.6,14.8,81.619218308,9.7497171946,80246,22.13942128,15.218204023,0.3007680327,50.417466291,30.413487803
Kentucky,Butler,74.386211915,530.4,60.97914683000903,6.728041663809139,15.161330037,14.633921476,15.1,15.2,4.288699898,31.076811519,41.134420616,37.554735058,8.3741235613,4.8520302822,62.349,7.616928690116052,47146.0,6.4841075137199935,20.2,72.826086957,8.5791441629,12831,22.640480087,18.338399189,1.5265265265,49.785675318,100.0
Kentucky,Caldwell,76.203630266,469.8,88.621056363,6.728041663809139,14.034507129,13.596364567,14.1,15.5,4.293119113,32.96601084955642,23.50465616,38.49539127,6.5696465696,3.7656903766,55.38413,7.616928690116052,42857.0,6.4841075137199935,20.5,72.89508382,6.4734503914,12639,22.122003323,20.626631854,0.0,51.63383179,54.636475662
Kentucky,Calloway,77.530794576,384.3,43.393360816,6.728041663809139,14.052668051,13.827818181,11.0,16.5,4.7756973389,12.100363875,17.988509839,37.555662582,8.1215767262,4.079058032,113.05532,7.616928690116052,43554.0,4.1,16.2,63.583384157,17.955039884,38919,17.939823736,16.719340168,0.5238601948,51.221768288,48.718776048
Kentucky,Campbell,77.043593591,402.9,51.615827175,4.9813200498,12.157534177,12.272369499,10.8,12.6,7.675752511,67.205029538,9.1981404166,34.423073404,5.8328945059,2.3551255741,75.68549,5.157856094,61384.0,2.2,7.8,68.790075272,12.132300392,92488,21.031917654,15.136017646,0.2405820234,50.828215552,15.296227418
Kentucky,Carlisle,73.435578274,585.6,60.97914683000903,6.728041663809139,14.544114526,13.754348274,14.5,13.2,0.685891422,32.96601084955642,40.420371867,36.517474316,8.5005472455,4.6678635548,41.27115,7.616928690116052,42019.0,6.4841075137199935,15.72222432856677,78.923541247,10.948140388,4846,23.173751548,20.594304581,0.2193463479,51.031778787,100.0
Kentucky,Carroll,71.299630117,691.1,60.97914683000903,6.728041663809139,15.186825,14.151227182,12.5,16.1,17.64233978,31.161384812,25.075225677,40.667691092,7.6094056172,3.8989169675,84.01008,7.616928690116052,48404.0,6.4841075137199935,15.72222432856677,66.254416961,15.944724953,10713,25.940446187,15.121814618,0.6179718367,49.761971437,52.22458607
Kentucky,Carter,73.912484516,533.8,40.837995671,6.728041663809139,15.049447979,14.205010347,15.3,16.1,2.543542708,43.025028274,28.315688465,40.51970936,7.8456345921,3.5118665811,84.73327,12.193588938,37186.0,6.4841075137199935,13.3,77.648183556,10.034457555,27144,22.631152373,18.298703212,0.2528002489,50.501031536,79.37950938
Kentucky,Casey,73.511247636,559.0,125.63690933,6.728041663809139,16.727702155,15.569558424,14.9,15.0,2.5564007289,35.885419965,25.152261009,39.636879829,9.6873573711,4.5992839438,76.19048000000001,7.616928690116052,31395.0,6.4841075137199935,22.7,80.025007815,8.2468967863,15750,22.577777778,19.892063492,0.3297664715,51.384126984,100.0
Kentucky,Christian,76.009887016,490.5,85.615360403,8.6614173228,14.943064662,13.774551201,10.2,18.7,11.522698918,6.9420018882,14.994810238,39.03371748,7.7724973172,3.9232517041,286.86661999999995,12.678715943,43124.0,8.4,17.0,47.572700297,14.566012637,70416,26.992444899,12.173369689,0.5943581694,47.034764826,28.555202488
Kentucky,Clark,75.352998249,508.3,33.950617284,6.728041663809139,13.109089851,12.723776204,12.7,13.7,2.3615179938,39.025478062,15.979673855,37.11384371,6.1869098014,2.9073288916,99.87239000000001,8.3480305703,53784.0,5.2,14.5,65.665447383,10.426505849,36046,22.646063363,17.430505465,0.6108826509,50.932142263,27.467497824
Kentucky,Clay,71.455427743,701.6,61.909049977,6.728041663809139,19.040562811,16.8375737,14.6,22.7,4.6088508735,20.918818891,36.503258254,42.654896376,9.6668956044,3.3673943335,162.03476,7.616928690116052,26386.0,11.5,28.7,71.317528177,14.279431168,20366,21.511342433,14.789354807,0.2243753187,47.878817637,78.568798896
Kentucky,Clinton,73.828747247,523.0,60.97914683000903,6.728041663809139,15.782826143,14.690861955,13.7,16.0,0.0455746872,39.181114703,25.201612903,39.174687806,9.3031123139,4.0086206897,48.65707,7.616928690116052,29641.0,6.4841075137199935,15.72222432856677,69.937888199,9.3430263866,10276,22.635266641,19.044375243,0.1985163515,50.593616193,100.0
Kentucky,Crittenden,74.400473171,512.7,60.97914683000903,6.728041663809139,14.572716058,13.886281382,14.0,14.2,1.5625723275,32.96601084955642,30.98373354,37.449462188,7.0086139389,4.0620721132,33.0251,7.616928690116052,41522.0,6.4841075137199935,23.9,81.244947454,11.435041042,9084,22.655217966,20.189343901,0.682554373,49.845882871,70.821256039
Kentucky,Cumberland,74.021440868,514.4,60.97914683000903,6.728041663809139,15.145139268,14.370042979,16.5,15.9,0.9813819039,32.96601084955642,35.874060944,37.375175106,7.7966101695,4.2494859493,134.20817,7.616928690116052,31736.0,6.4841075137199935,15.72222432856677,70.210409745,12.300587741,6706,21.667163734,21.428571429,0.0,51.118401432,100.0
Kentucky,Daviess,76.723463538,425.4,59.900028917,5.9485182782,13.907388898,13.273058733,12.4,13.7,4.7531881832,13.364204646,12.592617252,36.739542686,5.9953120931,2.9219608,131.50816,6.1009077475,50359.0,6.4841075137199935,14.1,67.541929119,10.98728614,100374,24.411700241,16.648733736,1.0923116816,51.313089047,27.016429399
Kentucky,Edmonson,76.445524892,441.4,60.97914683000903,6.728041663809139,14.879753615,14.090434565,16.5,14.9,1.1836124507,30.263845709,26.009954719,37.770157913,8.2946793997,4.5209456657,32.71716,7.616928690116052,39490.0,6.4841075137199935,15.72222432856677,80.512295082,11.952277657,12226,18.755112056,20.399149354,0.303634944,49.90184852,100.0
Kentucky,Elliott,78.103553328,431.5,60.97914683000903,6.728041663809139,17.944035788,16.313250525,15.2,21.0,0.0257812676,32.96601084955642,20.539632154,40.791179057,7.4153107495,3.5410764873,53.17028,7.616928690116052,32846.0,6.4841075137199935,15.72222432856677,76.888045541,12.697095436,7523,18.357038416,18.995081749,0.2645871049,43.639505516,100.0
Kentucky,Estill,71.561685845,646.8,60.97914683000903,6.728041663809139,16.718932491,15.674852254,13.9,17.9,5.3793233936,60.522824088,21.770753961,38.429298605,8.0259281084,3.6277602524,112.06835999999998,7.616928690116052,34096.0,6.4841075137199935,16.7,70.503724725,14.997148831,14277,21.818309169,18.477271135,0.0146939975,50.556839672,76.124591058
Kentucky,Fayette,78.144588984,377.4,51.80530216,5.4034838251,13.242648803,12.392422324,9.9,15.6,6.7616254223,36.967376552,8.8025787888,38.266135386,8.4636057007,3.8864969515,242.57747,4.4422956601,56192.0,6.2,12.4,54.045203242,15.630313631,321959,20.962917639,12.909718318,2.5324895086,50.940647722,3.0669060152
Kentucky,Fleming,73.509036348,533.2,70.219787936,6.728041663809139,16.010986717,14.831240236,15.4,15.5,2.8426716791,36.705666437,25.561618247,39.208142761,8.4083372809,4.719845432,69.22331,7.616928690116052,41029.0,6.4841075137199935,20.6,71.225850573,9.3006357856,14446,24.311228022,17.596566524,0.9052459746,50.91374775,80.519933092
Kentucky,Floyd,70.633945416,722.3,70.145475617,8.2717872969,17.104285411,16.515493098,15.2,20.5,2.6507416309,41.390356047,26.678791113,44.46028999,8.5533357117,3.2953719409,181.96355,9.9252934899,32841.0,5.3,21.3,70.366693143,15.499519337,36271,21.984505528,17.752474429,0.1025816379,51.242039095,83.871131277
Kentucky,Franklin,75.714520504,457.5,80.42578356,8.4556080577,12.61967371,12.362314877,13.9,14.2,5.5800157417,35.662395985,11.709434663,34.213584975,7.4622376688,3.4605877506,67.34674,9.7672644029,53198.0,4.6,13.5,63.172327528,10.265213713,50485,21.018124195,17.452708725,1.210322472,51.763890264,27.554022522
Kentucky,Fulton,73.196797048,555.6,60.97914683000903,6.728041663809139,16.77606337,15.406878445,13.6,21.6,0.05235887,32.96601084955642,16.93573684950248,42.073082511,6.8827160494,2.6656511805,32.29974,7.616928690116052,30761.0,6.4841075137199935,15.72222432856677,61.144945189,12.510711225,6192,21.220930233,19.622093023,0.2890664853,50.678294574,64.435637751
Kentucky,Gallatin,70.830792716,624.7,60.97914683000903,6.728041663809139,13.231501354,12.851787318,13.8,11.9,5.67809103289986,84.547096576,26.589115081,36.958345841,7.9992610382,4.6788990826,45.57885,7.616928690116052,47907.0,6.4841075137199935,15.72222432856677,71.333555038,10.286503279,8776,24.669553327,13.764813127,0.9623689081,49.396080219,100.0
Kentucky,Garrard,76.710428157,446.1,60.97914683000903,6.728041663809139,13.845959874,13.509832016,15.5,13.3,0.2442089672,30.738492277,18.391112077,36.640814332,8.2485983085,4.1859270673,22.82714,7.616928690116052,50518.0,6.4841075137199935,11.7,78.166064982,12.19078655,17523,22.227929008,17.559778577,0.1904644876,50.984420476,77.891438032
Kentucky,Grant,73.641012651,524.5,63.328863061,6.728041663809139,14.540690232,13.799613526,12.7,14.3,7.794336859,45.537340619,21.890283594,38.090690127,6.5021030132,3.4527593181,24.01537,7.616928690116052,51849.0,6.4841075137199935,14.5,67.164524719,14.054576189,24984,26.492955492,13.492635287,0.6297229219,50.116074288,64.990673911
Kentucky,Graves,75.607090345,465.9,63.581577929,6.728041663809139,14.697050005,13.827540271,12.0,14.0,3.6489389588,12.530879668,24.44091409,37.121524007,8.5285061118,4.1215699136,56.57175,10.005467469,41963.0,7.3,20.9,73.837331282,11.387900356,37121,24.045688424,18.253818593,2.1012031547,51.000781229,69.40815172
Kentucky,Grayson,73.110748831,549.2,64.053805196,6.728041663809139,15.202581964,14.279962887,14.8,16.2,11.735665845,36.819318716,28.981544771,36.526203549,8.1510399138,3.9791567977,64.49655,7.616928690116052,38133.0,6.4841075137199935,23.7,71.940796331,12.028508772,26358,23.829577358,17.36854086,0.1264480339,49.65854769,73.580361998
Kentucky,Green,75.051829543,468.0,60.97914683000903,6.728041663809139,13.874756142,13.341075994,13.6,13.8,5.8410630615,32.96601084955642,29.527685415,37.239890933,8.5132825851,5.2035249685,81.33755000000001,7.616928690116052,36809.0,6.4841075137199935,15.72222432856677,76.76292814,11.875589067,11065,21.057388161,20.271125169,0.6297109054,50.555806597,100.0
Kentucky,Greenup,75.109541566,481.5,54.408705393,6.728041663809139,13.297682639,13.09267838,17.0,15.0,8.5294604547,33.494915286,16.937269082,34.987084166,5.8095283973,3.0441777008,61.94042,7.616928690116052,46699.0,6.4841075137199935,14.4,76.229682731,11.84823441,35518,21.453910693,20.685286334,0.0117412234,51.34016555,39.287455974
Kentucky,Hancock,76.926982272,409.5,60.97914683000903,6.728041663809139,13.377422426,12.989348856,15.3,13.2,1.4131161907,32.96601084955642,16.93573684950248,38.36347064,5.0039556962,2.962644912,90.89876,7.616928690116052,49475.0,6.4841075137199935,15.72222432856677,75.851851852,5.795235029,8801,25.917509374,16.475400523,0.7491096647,48.460402227,89.305312318
Kentucky,Hardin,77.698961067,391.5,47.874737158,6.2267657993,12.46882575,12.366444008,12.7,14.1,9.8986642922,17.0899803,12.620157181,41.105281203,5.9149635894,2.93598234,136.02168999999998,7.9492890183,52673.0,5.0,11.9,61.623346569,11.127645086,108071,24.60049412,13.699327294,0.7472947928,50.231792063,34.212595814
Kentucky,Harlan,70.706284547,727.6,56.422036836,6.728041663809139,18.203654922,16.938288557,17.7,21.9,11.561469688,33.094724456,23.998080154,42.389496814,8.1552059174,2.9016047982,93.58739,14.035087719,25815.0,5.1,16.6,68.397190861,14.167078596,26713,22.700557781,18.006214203,0.046612803,51.772545203,54.156704693
Kentucky,Harrison,74.202414979,518.6,60.97914683000903,6.728041663809139,13.787288221,13.30035333,14.9,14.1,1.7664213456,78.305748354,29.073993313,37.585432337,7.0557647481,3.9873130947,90.51701,17.563117453,49694.0,6.4841075137199935,18.2,69.565217391,11.896728766,18781,23.039241787,17.134337895,0.5506045297,50.886534263,65.929109625
Kentucky,Hart,74.346902253,487.7,94.177607889,6.728041663809139,15.881241477,14.874770619,12.6,15.7,3.8802531115,19.699845983,30.862054333,39.05723728,8.6614173228,4.3907793633,53.31343,7.616928690116052,38182.0,6.4841075137199935,17.2,74.271712497,8.2725415816,18757,24.684117929,16.367222903,0.4628022677,50.50381191,87.186109127
Kentucky,Henderson,75.384231853,473.0,71.729372021,8.3628991384,14.811054365,13.615618603,15.6,15.7,3.6050389964,12.266574307,11.716786764,40.633955181,6.5120199355,3.1862081415,80.56088,7.616928690116052,47589.0,6.4841075137199935,16.0,61.862278968,11.291125242,45928,23.269029786,16.993990594,0.3411789115,51.696133078,38.198918919
Kentucky,Henry,74.644353162,489.0,60.97914683000903,6.728041663809139,13.216542817,12.961189082,12.5,13.3,0.5289611094,27.400725065,14.649063376,35.440309971,7.685765919,4.7905759162,62.47657,14.898419865,50721.0,6.4841075137199935,12.7,67.824377457,12.68115942,16006,23.616143946,17.187304761,0.1627449651,50.624765713,100.0
Kentucky,Hickman,78.068915227,391.6,60.97914683000903,6.728041663809139,15.705041163,14.706056883,14.7,14.2,0.0,32.96601084955642,33.561142299,37.847921626,7.4390243902,4.2598509052,44.24779,7.616928690116052,40902.0,6.4841075137199935,15.72222432856677,81.513052744,8.2625919638,4520,19.977876106,24.601769912,0.0,52.654867257,100.0
Kentucky,Hopkins,73.710521982,545.3,42.823495825,6.728041663809139,14.180033103,12.976368462,14.5,14.3,8.8699255922,21.064406238,21.275939687,40.372415078,6.7346632668,3.3410458121,90.01691,7.7348066298,44419.0,6.4841075137199935,18.2,70.516553435,11.066042048,45547,22.94333326,17.99679452,0.2154623173,51.144971129,47.124893436
Kentucky,Jackson,72.785529167,594.1,60.97914683000903,6.728041663809139,17.568921933,16.343728011,16.5,19.2,0.0967914594,32.96601084955642,27.765615489,40.539163826,8.3528109239,3.8613861386,52.118230000000004,7.616928690116052,31355.0,6.4841075137199935,17.9,74.79300828,12.144442203,13431,22.991586628,16.75228948,0.0,50.115404661,100.0
Kentucky,Jefferson,75.840721595,454.4,62.546819203,6.6657171343,11.979619976,12.677275431,12.3,15.8,4.3654523973,39.1716479,12.30543443,35.944676631,6.7090849487,2.4859212498,166.24349,6.2240203957,54977.0,10.7,18.8,61.500929368,12.847575463,771158,22.288817596,15.72725693,1.9986075733,51.636499913,1.3731014605
Kentucky,Jessamine,76.687090466,429.9,62.271347396,8.1812460667,13.662687793,13.212771972,11.9,14.1,4.6657595442,38.048613445,13.151929976,35.869153129,7.5189430736,4.014212277,56.206089999999996,6.3323690132,57015.0,3.4,13.5,62.102821384,12.233832251,53375,24.595784543,14.521779859,1.5751948267,51.308665105,25.898406949
Kentucky,Johnson,72.447549195,618.8,60.97914683000903,6.728041663809139,16.330461286,14.995943458,17.4,18.2,7.836651134,18.909916069,14.176790744,41.918515622,7.8315946349,3.4619750284,84.09312,7.616928690116052,37724.0,6.4841075137199935,13.9,72.306464485,13.341463415,22594,21.98371249,17.920686908,0.2355114292,50.80552359,73.017640007
Kentucky,Kenton,75.694038597,454.1,72.705392734,9.6236361407,11.953529436,12.23143313,12.2,12.8,6.4040456335,65.407504906,8.5623395107,34.860440788,6.182629894,2.5529219751,107.01395000000001,5.6191467222,59594.0,3.8,10.6,65.675602663,10.46259634,165399,23.910059916,13.996457052,0.7609434653,50.505142111,6.9759579264
Kentucky,Knott,72.287511395,638.5,60.97914683000903,6.728041663809139,17.566708112,16.059152749,16.7,20.2,0.4044550045,25.790921596,27.976066926,38.776858419,8.0393674665,3.717245582,52.31836,7.616928690116052,31788.0,6.4841075137199935,21.7,76.761935693,8.1821480406,15291,20.338761363,17.886338369,0.0673491379,50.663789157,100.0
Kentucky,Knox,72.246791641,635.9,84.011022246,9.9431818182,18.751383767,17.377161497,15.3,20.5,5.7057627436,45.433413634,22.98798765,40.659234634,8.2796232028,2.8274206455,147.30842,11.435523114,28586.0,8.1,17.1,63.339856491,13.811849258,31227,23.277932558,16.940468185,0.108577633,51.292151023,62.923815199
Kentucky,Larue,76.938366926,405.2,60.97914683000903,6.728041663809139,14.532823861,13.868503154,12.7,13.2,0.5173960179,32.96601084955642,24.18087293,39.952456819,7.524300972,3.7687639732,14.07955,7.616928690116052,45288.0,6.4841075137199935,15.72222432856677,72.230347349,10.635489346,14205,22.534318902,17.374164027,0.5605800135,50.447025695,75.952934545
Kentucky,Laurel,74.637266247,513.5,76.662506686,8.8406670685,15.013244536,14.520727038,14.8,15.9,4.4506582257,19.388648223,18.380904866,37.153178615,7.8263502725,3.0211480363,122.97670000000001,11.783107404,39830.0,6.2,19.7,69.098189415,13.179994401,60174,23.216006913,15.947086782,0.1136363636,51.065244125,56.842087376
Kentucky,Lawrence,73.03551941,594.6,60.97914683000903,6.728041663809139,15.631345121,14.700028553,18.1,17.3,9.0059687054,33.807340419,18.941102192,39.415523575,7.6343172648,3.3255391011,89.06419000000001,7.616928690116052,28672.0,6.4841075137199935,17.7,76.463063639,12.310939149,15719,23.843755964,17.100324448,0.4451038576,50.391246262,77.10592686
Kentucky,Lee,70.807278205,659.9,60.97914683000903,6.728041663809139,18.452436487,17.25734469,16.1,21.5,0.0140124297,32.96601084955642,29.833528909,41.253314801,7.2146354032,3.0280649926,91.3242,7.616928690116052,28084.0,6.4841075137199935,15.72222432856677,73.478719662,19.188050555,6570,20.410958904,18.417047184,0.1254901961,49.375951294,100.0
Kentucky,Leslie,71.027067174,725.5,60.97914683000903,6.728041663809139,17.334783041,16.183685733,15.2,21.3,1.6966902896,47.493904949,39.513717846,37.607155556,8.0019243105,3.6653730056,135.47513,7.616928690116052,29317.0,6.4841075137199935,18.7,77.865796831,13.900134953,10334,21.888910393,17.292432746,0.0,49.854848074,100.0
Kentucky,Letcher,72.070546084,627.6,60.97914683000903,6.728041663809139,16.334827213,15.313046182,20.2,20.4,5.67809103289986,24.913900491,22.003410529,37.788684007,8.1095003312,3.7037037037,98.48247,13.879003559,32635.0,6.4841075137199935,21.7,74.167908594,14.109816972,22339,21.581091365,18.850440933,0.1246192191,51.036304221,100.0
Kentucky,Lewis,72.88217501,619.2,60.97914683000903,6.728041663809139,17.044544098,15.690395525,16.3,18.6,0.8603330829,27.185329807,26.079155453,40.341451607,8.877867328,4.1721854305,89.96177,7.616928690116052,35056.0,6.4841075137199935,15.72222432856677,74.836244541,10.228690229,13339,21.808231502,18.044830947,0.0,50.04872929,100.0
Kentucky,Lincoln,73.861410822,543.6,69.798891943,6.728041663809139,15.968561908,15.090503567,13.6,16.3,11.432929262,30.017328185,28.6051209,40.085652683,8.8491869635,3.9259771705,81.77952,11.24807396,39347.0,5.8,15.6,73.492744737,9.2560739626,24456,23.278541053,17.999672882,0.1401418937,50.915930651,81.658717969
Kentucky,Livingston,73.047115421,579.7,60.97914683000903,6.728041663809139,13.531936152,13.291546908,13.0,13.3,6.4828319673,32.96601084955642,25.943900131,36.214370851,6.8106312292,3.760947965,107.8865,7.616928690116052,44435.0,6.4841075137199935,21.5,74.252988048,10.270425777,9269,20.476858345,21.393893624,0.0,51.278455065,95.377665721
Kentucky,Logan,75.769111177,450.6,58.243379669,6.728041663809139,14.467816812,13.822278785,10.8,14.4,6.9572443126,12.412646004,25.566729163,38.964225421,7.9766536965,3.5553485484,48.04139,14.0625,47174.0,6.4841075137199935,12.7,67.393320965,13.508405451,27060,23.869179601,18.159645233,0.4890850531,50.746489283,74.980435998
Kentucky,Lyon,76.184790914,434.2,60.97914683000903,6.728041663809139,12.686680164,12.068598318,14.7,12.9,1.0304570141,32.96601084955642,20.687515085,36.353894836,5.9490799093,4.3054427295,123.73175,7.616928690116052,44318.0,6.4841075137199935,26.6,82.464454976,9.0288551039,8082,14.538480574,25.365008661,0.2873563218,44.951744618,100.0
